ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA
202425,CENTRO,LAZIO,ROMA,RMIC8DX005,IC LADISPOLI I,RMAA8DX045,VIA CASTELLAMMARE DI STABIA,VIA CASTELLAMMARE DI STABIA 6,00055,M212,LADISPOLI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8DX005@istruzione.it,Non Disponibile,ICLADISPOLI1.GOV.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DV00D,"""GIULIANO MONTELUCCI""",RMEE8DV02L,PRIMARIA COLLE FIORITO,VIA DELLE GINESTRE 7,00012,E263,GUIDONIA MONTECELIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8DV00D@istruzione.it,Non Disponibile,www.icmontelucci.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC863003,IC VIA BACCANO,RMEE863015,GIUSTI,VIA BACCANO 10,00188,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC863003@istruzione.it,Non Disponibile,istitutobaccano.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC82700R,IC PACIFICI SEZZE -BASSIANO,LTEE827031,VIA DEI MARTIRI S.N.C.,VIA DEI MARTIRI S.N.C.,04010,A707,BASSIANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC82700R@istruzione.it,Non Disponibile,www.ic-sezze-bassiano.lt.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC813004,IC VIGNANELLO,VTEE813016,VALLERANO,VIA VIGNANO SNC,01030,L612,VALLERANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,VTIC813004@istruzione.it,Non Disponibile,www.icvignanello.edu.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC83400X,I.C. CESARE CHIOMINTO,LTEE834023,DON S. RADICCHI,VIA DON S. RADICCHI,04010,D003,CORI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC83400X@istruzione.it,Non Disponibile,wwww.istitutocomprensivocori.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC839006,IC VIA G. MESSINA,RMIC839006,IC VIA G. MESSINA,VIA GIUSEPPE MESSINA 51,00173,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC839006@istruzione.it,rmic839006@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC830001,I. C. SUPINO,FREE830079,MOROLO CAPOLUOGO,PIAZZA S. ANTONIO,03017,F740,MOROLO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC830001@istruzione.it,Non Disponibile,WWW.ICSUPINO.EDU.IT,NO
202425,CENTRO,LAZIO,VITERBO,VTIC81100C,I.C. ALDO MORO SUTRI,VTIC81100C,I.C. ALDO MORO SUTRI,VIA MARTIRI DI VIA FANI18,01015,L017,SUTRI,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,VTIC81100C@istruzione.it,vtic81100c@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC81200B,I.C. AMASENO,FRMM81203E,S.S. VILLA SANTO STEFANO,VIA DANTE ALIGHIERI,03020,I364,VILLA SANTO STEFANO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC81200B@istruzione.it,Non Disponibile,www.comprensivoamaseno.gov.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC84600E,I.C. 4^ FROSINONE,FRIC84600E,I.C. 4^ FROSINONE,VIALE TEVERE 72,03100,D810,FROSINONE,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,FRIC84600E@istruzione.it,fric84600e@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8GH00R,IC VIA DELL'AEROPORTO,RMEE8GH01V,G.ROSSINI,VIA T. COLLATINO 50,00151,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8GH00R@istruzione.it,Non Disponibile,wwwicviadell'aeroporto,NO
202425,CENTRO,LAZIO,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIAA823042,CONFIGNI,PIAZZA OTTOBRE SNC - LUGNOLA,02040,C959,CONFIGNI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ic-scuole-contigliano.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC85800R,I.C. 2^ CECCANO,FREE85801V,CECCANO PASSO DEL CARDINALE,VIA PASSO DEL CARDINALE,03023,C413,CECCANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC85800R@istruzione.it,Non Disponibile,www.ic2ceccano.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AE00N,SAN CESAREO - VIALE DEI CEDRI,RMEE8AE01Q,SAN CESAREO - EUGENIO GIANNUZZI,VIA DEI CEDRI,00030,M295,SAN CESAREO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8AE00N@istruzione.it,Non Disponibile,www.ic-sancesareo.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC825008,MARCELLO MASTROIANNI,RMIC825008,MARCELLO MASTROIANNI,VIA ORVIETO45,00182,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC825008@istruzione.it,rmic825008@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,RIETI,RIIC822006,IC MARCONI SACCHETTI SASSETTI,RIAA822057,SCUOLA INFANZIA E. MARAINI,VIALE MARAINI N.11,02100,H282,RIETI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC822006@istruzione.it,Non Disponibile,www.icsacchettisassetti.net,NO
202425,CENTRO,LAZIO,VITERBO,VTIC81100C,I.C. ALDO MORO SUTRI,VTEE81102G,MONTEROSI,VIA CADUTI DI TUTTE LE GUERRE N. 1,01030,F606,MONTEROSI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,VTIC81100C@istruzione.it,Non Disponibile,http//www.ictsutri.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC842007,I.C. 1^ CECCANO,FRMM842029,S.M. ARNARA,VIA GORNJA BISTRA,03020,A421,ARNARA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC842007@istruzione.it,Non Disponibile,www.ICCECCANO1.IT,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC83600X,I.C. FIUGGI,FREE836012,SCUOLA PRIMARIA DI FIUGGI,VIA VAL MADONNA N. 34,03014,A310,FIUGGI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC83600X@istruzione.it,Non Disponibile,www.istitutocomprensivofiuggi.edu.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC835001,I.C.CARMINE VITERBO,VTAA835041,SCUOLA INFANZIA CENTRO STORICO,VIA EMILIO BIANCHI11,01100,M082,VITERBO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC835001@istruzione.it,Non Disponibile,www.iccarmine.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC806008,LEONESSA,RIMM80602A,POGGIO BUSTONE,VIA FRANCESCANA S.N.C.,02018,G756,POGGIO BUSTONE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RIIC806008@istruzione.it,Non Disponibile,www.istitutocomprensivodileonessa.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8C600P,IC ANZIO V,RMMM8C601Q,VIRGILIO ANZIO LAVINIO,VIA GOLDONI 12,00040,A323,ANZIO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8C600P@istruzione.it,Non Disponibile,www.anziocinque.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BA001,GIUSEPPE GARIBALDI,RMAA8BA02V,DE AMICIS,VIA DE AMICIS 2,00045,D972,GENZANO DI ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8BA001@istruzione.it,Non Disponibile,www.istitutocomprensivogenzano.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8GA002,IC VIA P. STABILINI,RMEE8GA014,FEDERICO FELLINI,VIA P. STABILINI 19,00173,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8GA002@istruzione.it,Non Disponibile,WWW.ICSTABILINI.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC85700Q,ENZO BIAGI,RMMM85701R,M. PERIELLO,VIA ORREA 23,00123,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC85700Q@istruzione.it,Non Disponibile,http//www.icenzobiagi.gov.it/,NO
202425,CENTRO,LAZIO,LATINA,LTIC804004,I.C.ALDO MANUZIO,LTAA804022,SCALO FERROVIARIO,PIAZZALE DELL'AMBROSIA SNC,04100,E472,LATINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC804004@istruzione.it,Non Disponibile,www.icmanuzio.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EC00C,I.C. PIAZZA WINCKELMANN,RMAA8EC019,PROTETTORATO S. GIUSEPPE,VIA NOMENTANA 343,00162,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8EC00C@istruzione.it,Non Disponibile,www.icpiazzawinckelmann.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AK00E,IC PALOMBARA SABINA V.LE RISORG,RMEE8AK02N,PALOMBARA - CRETONE,VIA MANZONI,00018,G293,PALOMBARA SABINA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8AK00E@istruzione.it,Non Disponibile,www.icpalombarasabina.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC81900T,I.C GIOVANNI XXIII,LTEE819021,CADUTI DI NASSYRIA,CONTRADA VALLE MARINA,04020,F616,MONTE SAN BIAGIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC81900T@istruzione.it,Non Disponibile,www.icgiovanni23.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EL00C,IC VIA TEDESCHI,RMAA8EL019,VIA TEDESCHI,VIA TEDESCHI 75,00157,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8EL00C@istruzione.it,Non Disponibile,www.istitutocomprensivoviatedeschi.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC89400P,"TOLFA C.U. ""VIA LIZZERA""",RMAA89404P,ALLUMIERE CENTRO URBANO,VIA DEL FAGGETO1,00051,A210,ALLUMIERE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC89400P@istruzione.it,Non Disponibile,www.comprensivotolfa.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8FE00P,IC PIAZZA DAMIANO SAULI,RMEE8FE02T,ALONZI,VIA VALIGNANO 54,00154,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8FE00P@istruzione.it,Non Disponibile,www.istitutopiazzasauli.edu.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIAA82301V,CONTIGLIANO,VIA DELLA REPUBBLICA23,02043,C969,CONTIGLIANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC823002@istruzione.it,Non Disponibile,www.ic-scuole-contigliano.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CU003,"""VIA TEODORO MOMMSEN 20""",RMMM8CU014,TEODORO MOMMSEN,LARGO PIETRO TACCHI VENTURI 5,00179,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8CU003@istruzione.it,Non Disponibile,www.mommsen.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC82700R,IC PACIFICI SEZZE -BASSIANO,LTIC82700R,IC PACIFICI SEZZE -BASSIANO,VIA SAN BARTOLOMEO SNC,04018,I712,SEZZE,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,LTIC82700R@istruzione.it,ltic82700r@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC87800R,SANDRO PERTINI,RMMM87801T,A. MORO - FONTE NUOVA,VIA NOMENTANA KM. 18.4,00013,M309,FONTE NUOVA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC87800R@istruzione.it,Non Disponibile,https//www.icsandropertinifontenuova.edu.it/,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DX005,IC LADISPOLI I,RMEE8DX039,GIANNI RODARI,VIA TORINO S.N.C.,00055,M212,LADISPOLI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8DX005@istruzione.it,Non Disponibile,istitutocomprensivoladispoli1.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC863003,IC VIA BACCANO,RMEE863026,VIA STAZ. PRIMA PORTA,VIA STAZ. PRIMA PORTA 16,00188,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC863003@istruzione.it,Non Disponibile,istitutobaccano.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC834008,IST.OMNICOMPRENSIVO ROCCASECCA,FREE83401A,ROCCASECCA CAPOLUOGO,VIA ROMA 13,03038,H443,ROCCASECCA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC834008@istruzione.it,Non Disponibile,www.icroccasecca.gov.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC813004,IC VIGNANELLO,VTAA813011,SCUOLA INFANZIA VALLERANO,VIA S. BARTOLOMEO N.1,01030,L612,VALLERANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC813004@istruzione.it,Non Disponibile,www.icvignanello.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8GB00T,IC ALBANO,RMEE8GB01X,IC ALBANO PLESSO COLLODI,VIA VIRGILIO 29,00041,A132,ALBANO LAZIALE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8GB00T@istruzione.it,Non Disponibile,www.istitutocomprensivoalbano.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTAA818042,LOC.VINDICIO,VIA VINDICIO,04023,D708,FORMIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC818002@istruzione.it,Non Disponibile,www.dantescuola.eu,NO
202425,CENTRO,LAZIO,LATINA,LTIC841003,IC MANFREDINI,LTAA841021,MIGLIARA 48,MIGLIARA 48,04014,G865,PONTINIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC841003@istruzione.it,Non Disponibile,didipo.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC85000T,I.C. O.FREZZOTTI - CORRADINI,LTAA85001P,VIA QUARTO,VIA QUARTO,04100,E472,LATINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC85000T@istruzione.it,Non Disponibile,WWW.ICFREZZOTTICORRADINI.GOV.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC80700P,URUGUAY,RMAA80701G,IL GIARDINO DELL'ARCOBALENO,VIA DELLA MARCIGLIANA 635,00138,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC80700P@istruzione.it,Non Disponibile,www.istitutouruguay.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC81100C,I.C. ALDO MORO SUTRI,VTMM81101D,SCUOLA SEC. I SUTRI,VIA MARTIRI DI VIA FANI 18,01015,L017,SUTRI,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,VTIC81100C@istruzione.it,Non Disponibile,http//www.ictsutri.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC81200B,I.C. AMASENO,FRMM81202D,S.M. GIULIANO DI ROMA,VIA XXIII MAGGIO,03020,E057,GIULIANO DI ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC81200B@istruzione.it,Non Disponibile,www.comprensivoamaseno.gov.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC807004,GIOVANNI XXIII - PETRELLA SALTO,RIEE80706B,FRAZ. S. ELPIDIO,VIA CASTAGNETA N. 2,02028,G498,PESCOROCCHIANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RIIC807004@istruzione.it,Non Disponibile,www.icpetrellasalto.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC830001,I. C. SUPINO,FREE83008A,PRIMARIA MOROLO CERQUOTTI,CONTRADA CERQUOTTI,03017,F740,MOROLO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC830001@istruzione.it,Non Disponibile,WWW.ICSUPINO.edu,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC84600E,I.C. 4^ FROSINONE,FREE84603P,FROSINONE CAVONI,VIALE MADRID,03100,D810,FROSINONE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC84600E@istruzione.it,Non Disponibile,www.frosinonequartocircolo.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC871002,"""TOMMASO SILVESTRI""",RMAA871031,VIA DEI LECCI 2,VIA DEI LECCI,00062,B114,BRACCIANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC871002@istruzione.it,Non Disponibile,www.ictommasosilvestri.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIAA823086,SCUOLA INFANZIA SELCI,VIA FONTE LEORGA 17/A,02040,I581,SELCI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ic-scuole-contigliano.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC849002,I.C. 1^ SORA,FREE849014,"SCUOLA PRIMARIA ""A. CARBONE""",VIA DANTE ALIGHIERI,03039,I838,SORA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC849002@istruzione.it,Non Disponibile,www.istitutocomprensivoprimosora.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC85800R,I.C. 2^ CECCANO,FREE858031,VICEBRIGADIERE MARIO CARCASOLE,VIA SAN FRANCESCO,03023,C413,CECCANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC85800R@istruzione.it,Non Disponibile,www.ic2ceccano.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC839006,IC VIA G. MESSINA,RMAA839013,VIA G. MESSINA,VIA G. MESSINA 51,00173,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC839006@istruzione.it,Non Disponibile,www.icviagmessina.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8GZ00L,ENEA,RMMM8GZ01N,ENEA,VIA DANIMARCA 163,00040,G811,POMEZIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8GZ00L@istruzione.it,Non Disponibile,www.ic-enea.edu.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC857001,I.C. SANT'ELIA FIUMERAPIDO,FRIC857001,I.C. SANT'ELIA FIUMERAPIDO,VIA IV NOVEMBRE,03049,I321,SANT'ELIA FIUMERAPIDO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,FRIC857001@istruzione.it,fric857001@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AE00N,SAN CESAREO - VIALE DEI CEDRI,RMMM8AE01P,PAVESE SAN CESAREO,VIA DEI CEDRI,00030,M295,SAN CESAREO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8AE00N@istruzione.it,Non Disponibile,www.ic-sancesareo.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC80800B,IST. COMPR. ROCCAGORGA-MAENZA,LTAA80804B,FRANCESCO BOVE MAENZA,VIA DEL COLLE,04010,E798,MAENZA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC80800B@istruzione.it,Non Disponibile,www.icroccagorgamaenza.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC81900T,I.C GIOVANNI XXIII,LTMM81902X,LEONARDO DA VINCI LENOLA,VIA DEL MARE,04025,E527,LENOLA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,LTIC81900T@istruzione.it,Non Disponibile,www.icgiovanni23.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC825005,IC ISTITUTO COMPRENSIVO,LTAA825034,CASTELFORTE CAPOLUOGO,VIA A. FUSCO,04021,C104,CASTELFORTE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC825005@istruzione.it,Non Disponibile,www.istitutoomnicomprensivocastelforte-albertiminturno.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EX00Q,IC OLCESE,RMAA8EX03P,VIA TOVAGLIERI,VIA TOVAGLIERI 201,00155,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8EX00Q@istruzione.it,Non Disponibile,www.comprensivoviaolcese.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8GH00R,IC VIA DELL'AEROPORTO,RMEE8GH02X,ANTONIO DE CURTIS,VIALE S. GIOVANNI BOSCO 125,00175,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8GH00R@istruzione.it,Non Disponibile,wwwicviadell'aeroporto.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AC002,PAOLO BORSELLINO,RMAA8AC02X,MONTECOMPATRI - LAGHETTO,PIAZZA LAGO REGILLO,00040,F477,MONTE COMPATRI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8AC002@istruzione.it,Non Disponibile,www.icmontecompatri.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC83600X,I.C. FIUGGI,FRIC83600X,I.C. FIUGGI,VIA VAL MADONNA 14,03014,A310,FIUGGI,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,FRIC83600X@istruzione.it,fric83600x@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,VITERBO,VTIC819003,I.C. GROTTE DI CASTRO,VTMM819036,SCUOLA SEC. I GROTTE DI CASTRO,VIA A. RUSPANTINI 11,01025,E210,GROTTE DI CASTRO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,VTIC819003@istruzione.it,Non Disponibile,www.icgrottedicastro.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC85300N,I.C. 1^ PONTECORVO,FRAA85301E,PONTECORVO CAPOLUOGO,VIA BERGAMASCHI,03037,G838,PONTECORVO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC85300N@istruzione.it,Non Disponibile,WWW.IC1PONTECORVO.EDU.IT,NO
202425,CENTRO,LAZIO,VITERBO,VTIC835001,I.C.CARMINE VITERBO,VTAA83503X,LOC. TOBIA,STRADA TOBIA,01100,M082,VITERBO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC835001@istruzione.it,Non Disponibile,www.iccarmine.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BA001,GIUSEPPE GARIBALDI,RMEE8BA013,GENZANO - LANDI,VIA GULLO SNC,00045,D972,GENZANO DI ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8BA001@istruzione.it,Non Disponibile,www.istitutocomprensivogenzano.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC85700Q,ENZO BIAGI,RMAA85701L,SCUOLA MATERNA L.ANGELINI,VIA SFORZINI 40,00123,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC85700Q@istruzione.it,Non Disponibile,http//www.icenzobiagi.gov.it/,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EC00C,I.C. PIAZZA WINCKELMANN,RMMM8EC01D,"SMS ""J.J. WINCKELMANN""",PIAZZA WINCKELMANN 20,00162,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8EC00C@istruzione.it,Non Disponibile,www.icpiazzawinckelmann.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTAA81802X,SCUOLA INFANZIA-VENTOTENE,VIA OLIVI,04020,L742,VENTOTENE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC818002@istruzione.it,Non Disponibile,www.dantescuola.gov,NO
202425,CENTRO,LAZIO,ROMA,RMIC89400P,"TOLFA C.U. ""VIA LIZZERA""",RMAA89402L,TOLFA -VIA LIZZERA,VIA LIZZERA 19,00059,L192,TOLFA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC89400P@istruzione.it,Non Disponibile,www.comprensivotolfa.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC841003,IC MANFREDINI,LTEE841015,DON LORENZO MILANI(CAPOLUOGO),PIAZZA PIO VI,04014,G865,PONTINIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC841003@istruzione.it,Non Disponibile,didipo.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC82700R,IC PACIFICI SEZZE -BASSIANO,LTAA82701N,PIAGGE MARINE 12,VIA PIAGGE MARINE N 12,04018,I712,SEZZE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC82700R@istruzione.it,Non Disponibile,www.ic-sezze-bassiano.lt.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC813004,IC VIGNANELLO,VTEE813027,VIGNANELLO,VIA VIGNOLA 13,01039,L882,VIGNANELLO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,VTIC813004@istruzione.it,Non Disponibile,www.icvignanello.edu.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC81600P,"I.C. ""GIOV. PAOLO II"" ARCE",FRMM81603T,SEZ. STACC. COLFELICE,VIA FONTANA VILLAFELICE,03030,C836,COLFELICE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC81600P@istruzione.it,Non Disponibile,WWW.ISTITUTOCOMPREMNSIVOARCE.IT,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC848006,I.C. 2^ VEROLI,FREE848018,VEROLI CASAMARI,VIA CASE PANETTA,03029,L780,VEROLI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC848006@istruzione.it,Non Disponibile,icveroli2.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CX00E,"""I.C. DOMENICO BERNARDINI""",RMAA8CX01B,ANTONIO GRAMSCI,VIA LAURENTINA 710,00143,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.mommsen.gov.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC807004,GIOVANNI XXIII - PETRELLA SALTO,RIAA807033,FRAZ. S.ELPIDIO,Non Disponibile,02028,G498,PESCOROCCHIANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC807004@istruzione.it,Non Disponibile,www.icpetrellasalto.it,NO
